stream,n,display,arabic,count,firstSurah,firstVerse
surface,4,إن كنت من الصدقين,إن كنت من الصدقين,9,7,70
surface,4,اعبدوا الله ما لكم,اعبدوا الله ما لكم,9,7,59
surface,4,الله لا إله إلا,الله لا إله إلا,9,2,255
surface,4,تدعون من دون الله,تدعون من دون الله,9,6,56
surface,4,خير لكم إن كنتم,خير لكم إن كنتم,9,2,184
surface,4,فانظر كيف كان عقبة,فانظر كيف كان عقبة,9,7,84
surface,4,لكم من إله غيره,لكم من إله غيره,9,7,59
surface,4,ما لكم من إله,ما لكم من إله,9,7,59
surface,4,مع الله إلها ءاخر,مع الله إلها ءاخر,9,15,96
surface,4,ممن افترى على الله,ممن افترى على الله,9,6,21
surface,4,من دون الله ما,من دون الله ما,9,5,76
surface,4,واتقوا الله إن الله,واتقوا الله إن الله,9,5,2
surface,4,وكان الله غفورا رحيما,وكان الله غفورا رحيما,9,4,96
surface,4,ولكن أكثرهم لا يعلمون,ولكن أكثرهم لا يعلمون,9,6,37
surface,4,يبسط الرزق لمن يشاء,يبسط الرزق لمن يشاء,9,13,26
surface,5,أظلم ممن افترى على الله,أظلم ممن افترى على الله,9,6,21
surface,5,إن الله على كل شىء,إن الله على كل شىء,9,2,20
surface,5,اعبدوا الله ما لكم من,اعبدوا الله ما لكم من,9,7,59
surface,5,الله ما لكم من إله,الله ما لكم من إله,9,7,59
surface,5,له ما فى السموت وما,له ما فى السموت وما,9,2,255
surface,5,ما لكم من إله غيره,ما لكم من إله غيره,9,7,59
surface,5,والله على كل شىء قدير,والله على كل شىء قدير,9,2,284
root,3,dh-k-r · n-ʿ-m · a-l-h,ذ ك ر ن ع م ا ل ه,8,2,231
root,3,a-l-h · ḥ-k-m · b-y-n,ا ل ه ح ك م ب ي ن,8,2,113
root,3,a-l-h · k-w-n · a-l-h,ا ل ه ك و ن ا ل ه,8,2,143
root,3,a-l-h · s-m-ʿ · b-ṣ-r,ا ل ه س م ع ب ص ر,8,4,134
root,3,a-l-h · kh-l-q · s-m-w,ا ل ه خ ل ق س م و,8,6,1
root,3,a-l-h · kh-l-ṣ · d-y-n,ا ل ه خ ل ص د ي ن,8,4,146
root,3,a-m-r · ʿ-r-f · n-h-y,ا م ر ع ر ف ن ه ي,8,3,104
root,3,a-t-y · k-t-b · q-b-l,ا ت ي ك ت ب ق ب ل,8,3,186
root,3,a-y-y · k-w-n · k-th-r,ا ي ي ك و ن ك ث ر,8,26,8
root,3,ʿ-dh-b · y-w-m · ʿ-ẓ-m,ع ذ ب ي و م ع ظ م,8,6,15
root,3,ʿ-b-d · a-l-h · kh-l-ṣ,ع ب د ا ل ه خ ل ص,8,37,40
root,3,ʿ-r-f · n-h-y · n-k-r,ع ر ف ن ه ي ن ك ر,8,3,104
root,3,f-ḍ-l · a-l-h · r-ḥ-m,ف ض ل ا ل ه ر ح م,8,2,64
root,3,f-ṣ-l · a-y-y · q-w-m,ف ص ل ا ي ي ق و م,8,6,97
root,3,k-l-l · sh-y-a · sh-h-d,ك ل ل ش ي ا ش ه د,8,4,33
root,3,k-l-l · n-f-s · k-s-b,ك ل ل ن ف س ك س ب,8,2,281
root,3,k-w-n · a-l-h · k-l-l,ك و ن ا ل ه ك ل ل,8,4,85
root,3,k-w-n · k-th-r · a-m-n,ك و ن ك ث ر ا م ن,8,26,8
root,3,q-w-l · r-b-b · ʿ-l-m,ق و ل ر ب ب ع ل م,8,18,19
root,3,r-b-b · ʿ-z-z · r-ḥ-m,ر ب ب ع ز ز ر ح م,8,26,9
root,3,s-a-l · a-j-r · a-j-r,س ا ل ا ج ر ا ج ر,8,10,72
root,3,s-m-w · a-r-ḍ · ḥ-q-q,س م و ا ر ض ح ق ق,8,6,73
root,3,w-q-y · a-l-h · ʿ-l-m,و ق ي ا ل ه ع ل م,8,2,194
root,3,kh-y-r · k-w-n · ʿ-l-m,خ ي ر ك و ن ع ل م,8,2,103
root,4,a-l-h · kh-l-q · s-m-w · a-r-ḍ,ا ل ه خ ل ق س م و ا ر ض,8,6,1
root,4,a-m-r · ʿ-r-f · n-h-y · n-k-r,ا م ر ع ر ف ن ه ي ن ك ر,8,3,104
root,4,a-y-y · k-w-n · k-th-r · a-m-n,ا ي ي ك و ن ك ث ر ا م ن,8,26,8
root,4,d-w-n · a-l-h · w-l-y · n-ṣ-r,د و ن ا ل ه و ل ي ن ص ر,8,2,107
root,4,k-w-n · a-l-h · k-l-l · sh-y-a,ك و ن ا ل ه ك ل ل ش ي ا,8,4,85
root,4,q-w-m · ʿ-b-d · a-l-h · a-l-h,ق و م ع ب د ا ل ه ا ل ه,8,7,59
root,4,kh-l-q · s-m-w · a-r-ḍ · b-y-n,خ ل ق س م و ا ر ض ب ي ن,8,15,85
root,5,q-w-l · q-w-m · ʿ-b-d · a-l-h · a-l-h,ق و ل ق و م ع ب د ا ل ه ا ل ه,8,7,59
root,5,q-w-m · ʿ-b-d · a-l-h · a-l-h · gh-y-r,ق و م ع ب د ا ل ه ا ل ه غ ي ر,8,7,59
surface,3,أرسلنا من قبلك,أرسلنا من قبلك,8,12,109
surface,3,إلا أن يشاء,إلا أن يشاء,8,6,80
surface,3,إلا بإذن الله,إلا بإذن الله,8,2,102
surface,3,إليك من ربك,إليك من ربك,8,5,64
surface,3,إن الله هو,إن الله هو,8,5,17
surface,3,إن ربك هو,إن ربك هو,8,6,117
surface,3,إن وعد الله,إن وعد الله,8,10,55
surface,3,الأرض بعد موتها,الأرض بعد موتها,8,2,164
surface,3,الذين ءامنوا اتقوا,الذين ءامنوا اتقوا,8,2,278
surface,3,الله شديد العقاب,الله شديد العقاب,8,2,196
surface,3,الله فما له,الله فما له,8,13,33
surface,3,بل أكثرهم لا,بل أكثرهم لا,8,2,100
surface,3,بما تعملون خبير,بما تعملون خبير,8,2,234
surface,3,بما كانوا يكسبون,بما كانوا يكسبون,8,6,129
surface,3,دون الله من,دون الله من,8,2,107
surface,3,ذلك لءاية وما,ذلك لءاية وما,8,26,8
surface,3,ربك لهو العزيز,ربك لهو العزيز,8,26,9
surface,3,عذاب يوم عظيم,عذاب يوم عظيم,8,6,15
surface,3,عليه من أجر,عليه من أجر,8,12,104
surface,3,فإن الله غفور,فإن الله غفور,8,2,192
surface,3,قد خلت من,قد خلت من,8,3,137
surface,3,قل أرءيتم إن,قل أرءيتم إن,8,6,46
surface,3,كان أكثرهم مؤمنين,كان أكثرهم مؤمنين,8,26,8
surface,3,كان عقبة الذين,كان عقبة الذين,8,12,109
surface,3,كل نفس ما,كل نفس ما,8,2,281
surface,3,لءاية وما كان,لءاية وما كان,8,26,8
surface,3,لله رب العلمين,لله رب العلمين,8,1,2
surface,3,لهو العزيز الرحيم,لهو العزيز الرحيم,8,26,9
surface,3,لو كانوا يعلمون,لو كانوا يعلمون,8,2,102
surface,3,ما كنتم تعملون,ما كنتم تعملون,8,27,90
surface,3,من يشاء من,من يشاء من,8,2,90
surface,3,وإن ربك لهو,وإن ربك لهو,8,26,9
surface,3,والله سميع عليم,والله سميع عليم,8,2,224
surface,3,وعلى الله فليتوكل,وعلى الله فليتوكل,8,3,122
surface,3,وما كان أكثرهم,وما كان أكثرهم,8,26,8
surface,3,وما لكم من,وما لكم من,8,2,107
surface,3,ومن يضلل الله,ومن يضلل الله,8,4,88
surface,3,يعلم ما فى,يعلم ما فى,8,2,235
surface,4,إن الله لا يهدى,إن الله لا يهدى,8,5,51
surface,4,إن وعد الله حق,إن وعد الله حق,8,10,55
surface,4,الذين لا يؤمنون بالءاخرة,الذين لا يؤمنون بالءاخرة,8,6,113
surface,4,الله فما له من,الله فما له من,8,13,33
surface,4,الله ما لا تعلمون,الله ما لا تعلمون,8,2,80
surface,4,دون الله ما لا,دون الله ما لا,8,5,76
surface,4,ذلك لءاية وما كان,ذلك لءاية وما كان,8,26,8
surface,4,ربك لهو العزيز الرحيم,ربك لهو العزيز الرحيم,8,26,9
surface,4,فإن الله غفور رحيم,فإن الله غفور رحيم,8,2,192
surface,4,فى ذلك لءاية وما,فى ذلك لءاية وما,8,26,8
surface,4,كذلك يبين الله لكم,كذلك يبين الله لكم,8,2,219
surface,4,لءاية وما كان أكثرهم,لءاية وما كان أكثرهم,8,26,8
surface,4,من دون الله من,من دون الله من,8,2,107
surface,4,من فى السموت والأرض,من فى السموت والأرض,8,3,83
surface,4,من يشاء من عباده,من يشاء من عباده,8,2,90
surface,4,وإن ربك لهو العزيز,وإن ربك لهو العزيز,8,26,9
surface,4,وما كان أكثرهم مؤمنين,وما كان أكثرهم مؤمنين,8,26,8
surface,4,يقوم اعبدوا الله ما,يقوم اعبدوا الله ما,8,7,59
surface,5,إن فى ذلك لءاية وما,إن فى ذلك لءاية وما,8,26,8
surface,5,الله لا إله إلا هو,الله لا إله إلا هو,8,2,255
surface,5,ذلك لءاية وما كان أكثرهم,ذلك لءاية وما كان أكثرهم,8,26,8
surface,5,فى ذلك لءاية وما كان,فى ذلك لءاية وما كان,8,26,8
surface,5,لءاية وما كان أكثرهم مؤمنين,لءاية وما كان أكثرهم مؤمنين,8,26,8
surface,5,ممن افترى على الله كذبا,ممن افترى على الله كذبا,8,6,21
surface,5,من دون الله ما لا,من دون الله ما لا,8,5,76
surface,5,وإن ربك لهو العزيز الرحيم,وإن ربك لهو العزيز الرحيم,8,26,9
surface,5,يقوم اعبدوا الله ما لكم,يقوم اعبدوا الله ما لكم,8,7,59
root,3,a-l-h · a-l-h · ʿ-z-z,ا ل ه ا ل ه ع ز ز,7,3,62
root,3,a-l-h · a-n-y · a-f-k,ا ل ه ا ن ي ا ف ك,7,6,95
root,3,a-l-h · ʿ-l-m · a-l-h,ا ل ه ع ل م ا ل ه,7,2,194
root,3,a-l-h · f-ḍ-l · ʿ-ẓ-m,ا ل ه ف ض ل ع ظ م,7,2,105
root,3,a-l-h · gh-f-l · ʿ-m-l,ا ل ه غ ف ل ع م ل,7,2,74
root,3,a-l-h · k-w-n · ʿ-l-m,ا ل ه ك و ن ع ل م,7,4,11
root,3,a-l-h · s-r-ʿ · ḥ-s-b,ا ل ه س ر ع ح س ب,7,2,202
root,3,a-l-h · w-k-l · a-m-n,ا ل ه و ك ل ا م ن,7,3,122
root,3,a-l-h · w-s-ʿ · ʿ-l-m,ا ل ه و س ع ع ل م,7,2,115
root,3,a-l-h · kh-b-r · ʿ-m-l,ا ل ه خ ب ر ع م ل,7,3,153
root,3,a-r-ḍ · gh-y-r · ḥ-q-q,ا ر ض غ ي ر ح ق ق,7,7,146
root,3,a-y-y · q-w-m · ʿ-q-l,ا ي ي ق و م ع ق ل,7,2,164
root,3,a-y-y · q-w-m · f-k-r,ا ي ي ق و م ف ك ر,7,10,24
root,3,b-ʿ-d · j-y-a · ʿ-l-m,ب ع د ج ي ا ع ل م,7,2,120
root,3,b-ʿ-ḍ · w-l-y · b-ʿ-ḍ,ب ع ض و ل ي ب ع ض,7,5,51
root,3,d-w-n · a-l-h · k-w-n,د و ن ا ل ه ك و ن,7,2,23
root,3,d-w-n · a-l-h · q-w-l,د و ن ا ل ه ق و ل,7,5,116
root,3,ʿ-n-d · a-l-h · a-l-h,ع ن د ا ل ه ا ل ه,7,2,110
root,3,ʿ-n-d · a-l-h · kh-y-r,ع ن د ا ل ه خ ي ر,7,2,103
root,3,f-ṭ-r · s-m-w · a-r-ḍ,ف ط ر س م و ا ر ض,7,6,14
root,3,gh-f-r · a-l-h · a-l-h,غ ف ر ا ل ه ا ل ه,7,2,199
root,3,gh-y-b · s-m-w · a-r-ḍ,غ ي ب س م و ا ر ض,7,2,33
root,3,ḥ-q-q · q-w-l · r-b-b,ح ق ق ق و ل ر ب ب,7,5,83
root,3,j-ʿ-l · a-l-h · a-l-h,ج ع ل ا ل ه ا ل ه,7,7,138
root,3,j-ʿ-l · b-y-n · b-y-n,ج ع ل ب ي ن ب ي ن,7,17,45
root,3,j-h-d · m-w-l · n-f-s,ج ه د م و ل ن ف س,7,4,95
root,3,j-h-d · s-b-l · a-l-h,ج ه د س ب ل ا ل ه,7,2,218
root,3,k-f-r · k-dh-b · a-y-y,ك ف ر ك ذ ب ا ي ي,7,2,39
root,3,k-w-n · n-f-s · ẓ-l-m,ك و ن ن ف س ظ ل م,7,2,57
root,3,m-t-ʿ · ḥ-y-y · d-n-w,م ت ع ح ي ي د ن و,7,3,14
root,3,n-h-r · kh-l-d · a-b-d,ن ه ر خ ل د ا ب د,7,4,57
root,3,n-z-l · k-t-b · ḥ-q-q,ن ز ل ك ت ب ح ق ق,7,2,176
root,3,q-r-b · y-t-m · s-k-n,ق ر ب ي ت م س ك ن,7,2,83
root,3,q-w-l · a-m-n · a-l-h,ق و ل ا م ن ا ل ه,7,2,8
root,3,q-w-l · a-t-y · ʿ-l-m,ق و ل ا ت ي ع ل م,7,16,27
root,3,q-w-l · r-s-l · r-b-b,ق و ل ر س ل ر ب ب,7,7,104
root,3,q-w-m · k-w-n · kh-l-f,ق و م ك و ن خ ل ف,7,2,113
root,3,r-b-b · k-l-l · sh-y-a,ر ب ب ك ل ل ش ي ا,7,6,80
root,3,r-b-b · q-ḍ-y · b-y-n,ر ب ب ق ض ي ب ي ن,7,10,19
root,3,r-j-ʿ · n-b-a · k-w-n,ر ج ع ن ب ا ك و ن,7,6,60
root,3,s-m-ʿ · b-ṣ-r · f-a-d,س م ع ب ص ر ف ا د,7,16,78
root,3,s-m-w · a-r-ḍ · ʿ-l-m,س م و ا ر ض ع ل م,7,2,33
root,3,y-w-m · q-w-m · a-l-h,ي و م ق و م ا ل ه,7,2,212
root,4,sh-y-a · a-l-h · k-l-l · sh-y-a,ش ي ا ا ل ه ك ل ل ش ي ا,7,2,284
root,4,a-l-h · a-l-h · gh-f-r · r-ḥ-m,ا ل ه ا ل ه غ ف ر ر ح م,7,2,199
root,4,b-y-n · y-w-m · q-w-m · k-w-n,ب ي ن ي و م ق و م ك و ن,7,2,113
root,4,t-ḥ-t · n-h-r · kh-l-d · a-b-d,ت ح ت ن ه ر خ ل د ا ب د,7,4,57
root,4,y-w-m · q-w-m · k-w-n · kh-l-f,ي و م ق و م ك و ن خ ل ف,7,2,113
root,5,sh-y-a · a-l-h · k-l-l · sh-y-a · q-d-r,ش ي ا ا ل ه ك ل ل ش ي ا ق د ر,7,2,284
root,5,b-y-n · y-w-m · q-w-m · k-w-n · kh-l-f,ب ي ن ي و م ق و م ك و ن خ ل ف,7,2,113
root,5,j-r-y · t-ḥ-t · n-h-r · kh-l-d · a-b-d,ج ر ي ت ح ت ن ه ر خ ل د ا ب د,7,4,57
surface,3,ءامنوا اتقوا الله,ءامنوا اتقوا الله,7,2,278
surface,3,أسلكم عليه من,أسلكم عليه من,7,25,57
surface,3,أن الله يعلم,أن الله يعلم,7,2,77
surface,3,أنزل من السماء,أنزل من السماء,7,6,99
surface,3,أن يشاء الله,أن يشاء الله,7,6,111
surface,3,إن كان من,إن كان من,7,24,7
surface,3,إنه هو السميع,إنه هو السميع,7,8,61
surface,3,الأرض بغير الحق,الأرض بغير الحق,7,7,146
surface,3,الخلق ثم يعيده,الخلق ثم يعيده,7,10,4
surface,3,الذين أوتوا العلم,الذين أوتوا العلم,7,16,27
surface,3,الذين خسروا أنفسهم,الذين خسروا أنفسهم,7,6,12
surface,3,الذين كفروا إن,الذين كفروا إن,7,4,101
surface,3,السموت والأرض بالحق,السموت والأرض بالحق,7,6,73
surface,3,الظلمت إلى النور,الظلمت إلى النور,7,2,257
surface,3,الله إن كنتم,الله إن كنتم,7,2,23
surface,3,الله الذى خلق,الله الذى خلق,7,7,54
surface,3,الله العزيز الحكيم,الله العزيز الحكيم,7,3,126
surface,3,الله بما تعملون,الله بما تعملون,7,2,110
surface,3,الله رب العلمين,الله رب العلمين,7,5,28
surface,3,الله عزيز حكيم,الله عزيز حكيم,7,2,209
surface,3,الله فليتوكل المؤمنون,الله فليتوكل المؤمنون,7,3,122
surface,3,الله من بعد,الله من بعد,7,2,27
surface,3,بغفل عما تعملون,بغفل عما تعملون,7,2,74
surface,3,تلك ءايت الكتب,تلك ءايت الكتب,7,10,1
surface,3,جهنم خلدين فيها,جهنم خلدين فيها,7,4,169
surface,3,خبير بما تعملون,خبير بما تعملون,7,3,153
surface,3,ذلك بأن الله,ذلك بأن الله,7,2,176
surface,3,ذلكم خير لكم,ذلكم خير لكم,7,2,54
surface,3,شاء الله ما,شاء الله ما,7,2,253
surface,3,على من يشاء,على من يشاء,7,2,90
surface,3,فإن الله كان,فإن الله كان,7,4,127
surface,3,فى الأرض بغير,فى الأرض بغير,7,7,146
surface,3,فى ستة أيام,فى ستة أيام,7,7,54
surface,3,فينبئكم بما كنتم,فينبئكم بما كنتم,7,5,48
surface,3,قال رب إنى,قال رب إنى,7,5,25
surface,3,كانوا أنفسهم يظلمون,كانوا أنفسهم يظلمون,7,2,57
surface,3,كفروا وكذبوا بايتنا,كفروا وكذبوا بايتنا,7,2,39
surface,3,لما بين يديه,لما بين يديه,7,2,97
surface,3,له كن فيكون,له كن فيكون,7,2,117
surface,3,لهم عذاب أليم,لهم عذاب أليم,7,3,91
surface,3,ما فى الأرض,ما فى الأرض,7,2,29
surface,3,ما كانوا يفترون,ما كانوا يفترون,7,3,24
surface,3,مخلصين له الدين,مخلصين له الدين,7,7,29
surface,3,مصدقا لما بين,مصدقا لما بين,7,2,97
surface,3,من أجر إن,من أجر إن,7,10,72
surface,3,من الظلمت إلى,من الظلمت إلى,7,2,257
surface,3,من حيث لا,من حيث لا,7,7,27
surface,3,من رب العلمين,من رب العلمين,7,7,61
surface,3,هذا إلا سحر,هذا إلا سحر,7,5,110
surface,3,هو السميع العليم,هو السميع العليم,7,5,76
surface,3,وإذا تتلى عليهم,وإذا تتلى عليهم,7,8,31
surface,3,والذين ءامنوا معه,والذين ءامنوا معه,7,2,214
surface,3,وضل عنهم ما,وضل عنهم ما,7,6,24
surface,3,وعملوا الصلحت لهم,وعملوا الصلحت لهم,7,5,9
surface,3,وكان الله عليما,وكان الله عليما,7,4,17
surface,3,ولكن كانوا أنفسهم,ولكن كانوا أنفسهم,7,2,57
surface,3,ولو ترى إذ,ولو ترى إذ,7,6,27
surface,3,ولى ولا نصير,ولى ولا نصير,7,2,107
surface,3,وما كان الله,وما كان الله,7,2,143
surface,3,وما لهم من,وما لهم من,7,3,22
surface,3,ومن فى الأرض,ومن فى الأرض,7,5,17
surface,3,ويقولون متى هذا,ويقولون متى هذا,7,10,48
surface,3,يدعون من دونه,يدعون من دونه,7,4,117
surface,3,يسيروا فى الأرض,يسيروا فى الأرض,7,12,109
surface,4,ءامنوا وعملوا الصلحت لهم,ءامنوا وعملوا الصلحت لهم,7,5,9
surface,4,أسلكم عليه من أجر,أسلكم عليه من أجر,7,25,57
surface,4,أنزل من السماء ماء,أنزل من السماء ماء,7,6,99
surface,4,إلا أن يشاء الله,إلا أن يشاء الله,7,6,111
surface,4,الأنهر خلدين فيها أبدا,الأنهر خلدين فيها أبدا,7,4,57
surface,4,الذين ءامنوا اتقوا الله,الذين ءامنوا اتقوا الله,7,2,278
surface,4,الله لا يهدى القوم,الله لا يهدى القوم,7,5,51
surface,4,فى الأرض بغير الحق,فى الأرض بغير الحق,7,7,146
surface,4,كيف كان عقبة الذين,كيف كان عقبة الذين,7,12,109
surface,4,لكم إن كنتم تعلمون,لكم إن كنتم تعلمون,7,2,184
surface,4,من الظلمت إلى النور,من الظلمت إلى النور,7,2,257
surface,4,من ولى ولا نصير,من ولى ولا نصير,7,2,107
surface,4,والله بما تعملون خبير,والله بما تعملون خبير,7,2,234
